"","ISO","year","tech","count","gdp","pop"
"1","AFG",1995,"Climate change mitigation",0,NA,16418912
"2","AFG",1995,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,16418912
"3","AFG",1995,"Solar energy",0,NA,16418912
"4","AFG",1995,"Wind energy",0,NA,16418912
"5","AFG",1995,"Batteries",0,NA,16418912
"6","AFG",1996,"Climate change mitigation",0,NA,17106595
"7","AFG",1996,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,17106595
"8","AFG",1996,"Solar energy",0,NA,17106595
"9","AFG",1996,"Wind energy",0,NA,17106595
"10","AFG",1996,"Batteries",0,NA,17106595
"11","AFG",1997,"Climate change mitigation",0,NA,17788819
"12","AFG",1997,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,17788819
"13","AFG",1997,"Solar energy",0,NA,17788819
"14","AFG",1997,"Wind energy",0,NA,17788819
"15","AFG",1997,"Batteries",0,NA,17788819
"16","AFG",1998,"Climate change mitigation",0,NA,18493132
"17","AFG",1998,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,18493132
"18","AFG",1998,"Solar energy",0,NA,18493132
"19","AFG",1998,"Wind energy",0,NA,18493132
"20","AFG",1998,"Batteries",0,NA,18493132
"21","AFG",1999,"Climate change mitigation",0,NA,19262847
"22","AFG",1999,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,19262847
"23","AFG",1999,"Solar energy",0,NA,19262847
"24","AFG",1999,"Wind energy",0,NA,19262847
"25","AFG",1999,"Batteries",0,NA,19262847
"26","AFG",2000,"Climate change mitigation",0,NA,19542982
"27","AFG",2000,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,19542982
"28","AFG",2000,"Solar energy",0,NA,19542982
"29","AFG",2000,"Wind energy",0,NA,19542982
"30","AFG",2000,"Batteries",0,NA,19542982
"31","AFG",2001,"Climate change mitigation",0,NA,19688632
"32","AFG",2001,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,NA,19688632
"33","AFG",2001,"Solar energy",0,NA,19688632
"34","AFG",2001,"Wind energy",0,NA,19688632
"35","AFG",2001,"Batteries",0,NA,19688632
"36","AFG",2002,"Climate change mitigation",0,451798704100,21000256
"37","AFG",2002,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,451798704100,21000256
"38","AFG",2002,"Solar energy",0,451798704100,21000256
"39","AFG",2002,"Wind energy",0,451798704100,21000256
"40","AFG",2002,"Batteries",0,451798704100,21000256
"41","AFG",2003,"Climate change mitigation",0,491702820800,22645130
"42","AFG",2003,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,491702820800,22645130
"43","AFG",2003,"Solar energy",0,491702820800,22645130
"44","AFG",2003,"Wind energy",0,491702820800,22645130
"45","AFG",2003,"Batteries",0,491702820800,22645130
"46","AFG",2004,"Climate change mitigation",0,498656078800,23553551
"47","AFG",2004,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,498656078800,23553551
"48","AFG",2004,"Solar energy",0,498656078800,23553551
"49","AFG",2004,"Wind energy",0,498656078800,23553551
"50","AFG",2004,"Batteries",0,498656078800,23553551
"51","AFG",2005,"Climate change mitigation",0,554653734400,24411191
"52","AFG",2005,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,554653734400,24411191
"53","AFG",2005,"Solar energy",0,554653734400,24411191
"54","AFG",2005,"Wind energy",0,554653734400,24411191
"55","AFG",2005,"Batteries",0,554653734400,24411191
"56","AFG",2006,"Climate change mitigation",0,584368771600,25442944
"57","AFG",2006,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,584368771600,25442944
"58","AFG",2006,"Solar energy",0,584368771600,25442944
"59","AFG",2006,"Wind energy",0,584368771600,25442944
"60","AFG",2006,"Batteries",0,584368771600,25442944
"61","AFG",2007,"Climate change mitigation",0,665165465300,25903301
"62","AFG",2007,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,665165465300,25903301
"63","AFG",2007,"Solar energy",0,665165465300,25903301
"64","AFG",2007,"Wind energy",0,665165465300,25903301
"65","AFG",2007,"Batteries",0,665165465300,25903301
"66","AFG",2008,"Climate change mitigation",0,691273102200,26427199
"67","AFG",2008,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,691273102200,26427199
"68","AFG",2008,"Solar energy",0,691273102200,26427199
"69","AFG",2008,"Wind energy",0,691273102200,26427199
"70","AFG",2008,"Batteries",0,691273102200,26427199
"71","AFG",2009,"Climate change mitigation",0,839140071400,27385307
"72","AFG",2009,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,839140071400,27385307
"73","AFG",2009,"Solar energy",0,839140071400,27385307
"74","AFG",2009,"Wind energy",0,839140071400,27385307
"75","AFG",2009,"Batteries",0,839140071400,27385307
"76","AFG",2010,"Climate change mitigation",0,959661073000,28189672
"77","AFG",2010,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,959661073000,28189672
"78","AFG",2010,"Solar energy",0,959661073000,28189672
"79","AFG",2010,"Wind energy",0,959661073000,28189672
"80","AFG",2010,"Batteries",0,959661073000,28189672
"81","AFG",2011,"Climate change mitigation",0,963752633900,29249157
"82","AFG",2011,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,963752633900,29249157
"83","AFG",2011,"Solar energy",0,963752633900,29249157
"84","AFG",2011,"Wind energy",0,963752633900,29249157
"85","AFG",2011,"Batteries",0,963752633900,29249157
"86","AFG",2012,"Climate change mitigation",0,1086653136600,30466479
"87","AFG",2012,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1086653136600,30466479
"88","AFG",2012,"Solar energy",0,1086653136600,30466479
"89","AFG",2012,"Wind energy",0,1086653136600,30466479
"90","AFG",2012,"Batteries",0,1086653136600,30466479
"91","AFG",2013,"Climate change mitigation",1,1147513804100,31541209
"92","AFG",2013,"Climate change mitigation technologies related to energy generation, transmission or distribution",1,1147513804100,31541209
"93","AFG",2013,"Solar energy",0,1147513804100,31541209
"94","AFG",2013,"Wind energy",0,1147513804100,31541209
"95","AFG",2013,"Batteries",0,1147513804100,31541209
"96","AFG",2014,"Climate change mitigation",0.167,1178778315300,32716210
"97","AFG",2014,"Climate change mitigation technologies related to energy generation, transmission or distribution",0.167,1178778315300,32716210
"98","AFG",2014,"Solar energy",0.167,1178778315300,32716210
"99","AFG",2014,"Wind energy",0,1178778315300,32716210
"100","AFG",2014,"Batteries",0,1178778315300,32716210
"101","AFG",2015,"Climate change mitigation",0,1195886097800,33753499
"102","AFG",2015,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1195886097800,33753499
"103","AFG",2015,"Solar energy",0,1195886097800,33753499
"104","AFG",2015,"Wind energy",0,1195886097800,33753499
"105","AFG",2015,"Batteries",0,1195886097800,33753499
"106","AFG",2016,"Climate change mitigation",0,1222916881100,34636207
"107","AFG",2016,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1222916881100,34636207
"108","AFG",2016,"Solar energy",0,1222916881100,34636207
"109","AFG",2016,"Wind energy",0,1222916881100,34636207
"110","AFG",2016,"Batteries",0,1222916881100,34636207
"111","AFG",2017,"Climate change mitigation",0,1255287530100,35643418
"112","AFG",2017,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1255287530100,35643418
"113","AFG",2017,"Solar energy",0,1255287530100,35643418
"114","AFG",2017,"Wind energy",0,1255287530100,35643418
"115","AFG",2017,"Batteries",0,1255287530100,35643418
"116","AFG",2018,"Climate change mitigation",0,1270215762500,36686784
"117","AFG",2018,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1270215762500,36686784
"118","AFG",2018,"Solar energy",0,1270215762500,36686784
"119","AFG",2018,"Wind energy",0,1270215762500,36686784
"120","AFG",2018,"Batteries",0,1270215762500,36686784
"121","AFG",2019,"Climate change mitigation",0,1319901565700,37769499
"122","AFG",2019,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1319901565700,37769499
"123","AFG",2019,"Solar energy",0,1319901565700,37769499
"124","AFG",2019,"Wind energy",0,1319901565700,37769499
"125","AFG",2019,"Batteries",0,1319901565700,37769499
"126","AFG",2020,"Climate change mitigation",0,1288869351100,38972230
"127","AFG",2020,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1288869351100,38972230
"128","AFG",2020,"Solar energy",0,1288869351100,38972230
"129","AFG",2020,"Wind energy",0,1288869351100,38972230
"130","AFG",2020,"Batteries",0,1288869351100,38972230
"131","AGO",1995,"Climate change mitigation",0,418350244600,13912253
"132","AGO",1995,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,418350244600,13912253
"133","AGO",1995,"Solar energy",0,418350244600,13912253
"134","AGO",1995,"Wind energy",0,418350244600,13912253
"135","AGO",1995,"Batteries",0,418350244600,13912253
"136","AGO",1996,"Climate change mitigation",0,475013148600,14383350
"137","AGO",1996,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,475013148600,14383350
"138","AGO",1996,"Solar energy",0,475013148600,14383350
"139","AGO",1996,"Wind energy",0,475013148600,14383350
"140","AGO",1996,"Batteries",0,475013148600,14383350
"141","AGO",1997,"Climate change mitigation",0,509566922500,14871146
"142","AGO",1997,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,509566922500,14871146
"143","AGO",1997,"Solar energy",0,509566922500,14871146
"144","AGO",1997,"Wind energy",0,509566922500,14871146
"145","AGO",1997,"Batteries",0,509566922500,14871146
"146","AGO",1998,"Climate change mitigation",0,533471453100,15366864
"147","AGO",1998,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,533471453100,15366864
"148","AGO",1998,"Solar energy",0,533471453100,15366864
"149","AGO",1998,"Wind energy",0,533471453100,15366864
"150","AGO",1998,"Batteries",0,533471453100,15366864
"151","AGO",1999,"Climate change mitigation",0,545109078000,15870753
"152","AGO",1999,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,545109078000,15870753
"153","AGO",1999,"Solar energy",0,545109078000,15870753
"154","AGO",1999,"Wind energy",0,545109078000,15870753
"155","AGO",1999,"Batteries",0,545109078000,15870753
"156","AGO",2000,"Climate change mitigation",0,561760112000,16394062
"157","AGO",2000,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,561760112000,16394062
"158","AGO",2000,"Solar energy",0,561760112000,16394062
"159","AGO",2000,"Wind energy",0,561760112000,16394062
"160","AGO",2000,"Batteries",0,561760112000,16394062
"161","AGO",2001,"Climate change mitigation",0,585387734200,16941587
"162","AGO",2001,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,585387734200,16941587
"163","AGO",2001,"Solar energy",0,585387734200,16941587
"164","AGO",2001,"Wind energy",0,585387734200,16941587
"165","AGO",2001,"Batteries",0,585387734200,16941587
"166","AGO",2002,"Climate change mitigation",0,6.65385e+11,17516139
"167","AGO",2002,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,6.65385e+11,17516139
"168","AGO",2002,"Solar energy",0,6.65385e+11,17516139
"169","AGO",2002,"Wind energy",0,6.65385e+11,17516139
"170","AGO",2002,"Batteries",0,6.65385e+11,17516139
"171","AGO",2003,"Climate change mitigation",0,685280011500,18124342
"172","AGO",2003,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,685280011500,18124342
"173","AGO",2003,"Solar energy",0,685280011500,18124342
"174","AGO",2003,"Wind energy",0,685280011500,18124342
"175","AGO",2003,"Batteries",0,685280011500,18124342
"176","AGO",2004,"Climate change mitigation",0,760318172759.25,18771125
"177","AGO",2004,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,760318172759.25,18771125
"178","AGO",2004,"Solar energy",0,760318172759.25,18771125
"179","AGO",2004,"Wind energy",0,760318172759.25,18771125
"180","AGO",2004,"Batteries",0,760318172759.25,18771125
"181","AGO",2005,"Climate change mitigation",0,874593994124.965,19450959
"182","AGO",2005,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,874593994124.965,19450959
"183","AGO",2005,"Solar energy",0,874593994124.965,19450959
"184","AGO",2005,"Wind energy",0,874593994124.965,19450959
"185","AGO",2005,"Batteries",0,874593994124.965,19450959
"186","AGO",2006,"Climate change mitigation",0,975609600446.399,20162340
"187","AGO",2006,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,975609600446.399,20162340
"188","AGO",2006,"Solar energy",0,975609600446.399,20162340
"189","AGO",2006,"Wind energy",0,975609600446.399,20162340
"190","AGO",2006,"Batteries",0,975609600446.399,20162340
"191","AGO",2007,"Climate change mitigation",0,1112292505468.94,20909684
"192","AGO",2007,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1112292505468.94,20909684
"193","AGO",2007,"Solar energy",0,1112292505468.94,20909684
"194","AGO",2007,"Wind energy",0,1112292505468.94,20909684
"195","AGO",2007,"Batteries",0,1112292505468.94,20909684
"196","AGO",2008,"Climate change mitigation",0,1236535578329.82,21691522
"197","AGO",2008,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1236535578329.82,21691522
"198","AGO",2008,"Solar energy",0,1236535578329.82,21691522
"199","AGO",2008,"Wind energy",0,1236535578329.82,21691522
"200","AGO",2008,"Batteries",0,1236535578329.82,21691522
"201","AGO",2009,"Climate change mitigation",0,1247169784303.46,22507674
"202","AGO",2009,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1247169784303.46,22507674
"203","AGO",2009,"Solar energy",0,1247169784303.46,22507674
"204","AGO",2009,"Wind energy",0,1247169784303.46,22507674
"205","AGO",2009,"Batteries",0,1247169784303.46,22507674
"206","AGO",2010,"Climate change mitigation",0,1.302025e+12,23364185
"207","AGO",2010,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.302025e+12,23364185
"208","AGO",2010,"Solar energy",0,1.302025e+12,23364185
"209","AGO",2010,"Wind energy",0,1.302025e+12,23364185
"210","AGO",2010,"Batteries",0,1.302025e+12,23364185
"211","AGO",2011,"Climate change mitigation",0,1.347232e+12,24259111
"212","AGO",2011,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.347232e+12,24259111
"213","AGO",2011,"Solar energy",0,1.347232e+12,24259111
"214","AGO",2011,"Wind energy",0,1.347232e+12,24259111
"215","AGO",2011,"Batteries",0,1.347232e+12,24259111
"216","AGO",2012,"Climate change mitigation",0,1.462314e+12,25188292
"217","AGO",2012,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.462314e+12,25188292
"218","AGO",2012,"Solar energy",0,1.462314e+12,25188292
"219","AGO",2012,"Wind energy",0,1.462314e+12,25188292
"220","AGO",2012,"Batteries",0,1.462314e+12,25188292
"221","AGO",2013,"Climate change mitigation",0.5,1.534766e+12,26147002
"222","AGO",2013,"Climate change mitigation technologies related to energy generation, transmission or distribution",0.5,1.534766e+12,26147002
"223","AGO",2013,"Solar energy",0.5,1.534766e+12,26147002
"224","AGO",2013,"Wind energy",0.5,1.534766e+12,26147002
"225","AGO",2013,"Batteries",0,1.534766e+12,26147002
"226","AGO",2014,"Climate change mitigation",0,1.608781e+12,27128337
"227","AGO",2014,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.608781e+12,27128337
"228","AGO",2014,"Solar energy",0,1.608781e+12,27128337
"229","AGO",2014,"Wind energy",0,1.608781e+12,27128337
"230","AGO",2014,"Batteries",0,1.608781e+12,27128337
"231","AGO",2015,"Climate change mitigation",0,1.623961e+12,28127721
"232","AGO",2015,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.623961e+12,28127721
"233","AGO",2015,"Solar energy",0,1.623961e+12,28127721
"234","AGO",2015,"Wind energy",0,1.623961e+12,28127721
"235","AGO",2015,"Batteries",0,1.623961e+12,28127721
"236","AGO",2016,"Climate change mitigation",0,1.582061e+12,29154746
"237","AGO",2016,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.582061e+12,29154746
"238","AGO",2016,"Solar energy",0,1.582061e+12,29154746
"239","AGO",2016,"Wind energy",0,1.582061e+12,29154746
"240","AGO",2016,"Batteries",0,1.582061e+12,29154746
"241","AGO",2017,"Climate change mitigation",0,1.579733e+12,30208628
"242","AGO",2017,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.579733e+12,30208628
"243","AGO",2017,"Solar energy",0,1.579733e+12,30208628
"244","AGO",2017,"Wind energy",0,1.579733e+12,30208628
"245","AGO",2017,"Batteries",0,1.579733e+12,30208628
"246","AGO",2018,"Climate change mitigation",0,1.558938e+12,31273533
"247","AGO",2018,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.558938e+12,31273533
"248","AGO",2018,"Solar energy",0,1.558938e+12,31273533
"249","AGO",2018,"Wind energy",0,1.558938e+12,31273533
"250","AGO",2018,"Batteries",0,1.558938e+12,31273533
"251","AGO",2019,"Climate change mitigation",0,1.54799e+12,32353588
"252","AGO",2019,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.54799e+12,32353588
"253","AGO",2019,"Solar energy",0,1.54799e+12,32353588
"254","AGO",2019,"Wind energy",0,1.54799e+12,32353588
"255","AGO",2019,"Batteries",0,1.54799e+12,32353588
"256","AGO",2020,"Climate change mitigation",0,1.460711e+12,33428486
"257","AGO",2020,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.460711e+12,33428486
"258","AGO",2020,"Solar energy",0,1.460711e+12,33428486
"259","AGO",2020,"Wind energy",0,1.460711e+12,33428486
"260","AGO",2020,"Batteries",0,1.460711e+12,33428486
"261","ALB",1995,"Climate change mitigation",0,564311381100,3187784
"262","ALB",1995,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,564311381100,3187784
"263","ALB",1995,"Solar energy",0,564311381100,3187784
"264","ALB",1995,"Wind energy",0,564311381100,3187784
"265","ALB",1995,"Batteries",0,564311381100,3187784
"266","ALB",1996,"Climate change mitigation",0,615663713600,3168033
"267","ALB",1996,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,615663713600,3168033
"268","ALB",1996,"Solar energy",0,615663713600,3168033
"269","ALB",1996,"Wind energy",0,615663713600,3168033
"270","ALB",1996,"Batteries",0,615663713600,3168033
"271","ALB",1997,"Climate change mitigation",0,548433334100,3148281
"272","ALB",1997,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,548433334100,3148281
"273","ALB",1997,"Solar energy",0,548433334100,3148281
"274","ALB",1997,"Wind energy",0,548433334100,3148281
"275","ALB",1997,"Batteries",0,548433334100,3148281
"276","ALB",1998,"Climate change mitigation",0,596856837200,3128530
"277","ALB",1998,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,596856837200,3128530
"278","ALB",1998,"Solar energy",0,596856837200,3128530
"279","ALB",1998,"Wind energy",0,596856837200,3128530
"280","ALB",1998,"Batteries",0,596856837200,3128530
"281","ALB",1999,"Climate change mitigation",0,673796480100,3108778
"282","ALB",1999,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,673796480100,3108778
"283","ALB",1999,"Solar energy",0,673796480100,3108778
"284","ALB",1999,"Wind energy",0,673796480100,3108778
"285","ALB",1999,"Batteries",0,673796480100,3108778
"286","ALB",2000,"Climate change mitigation",0,720599843000,3089027
"287","ALB",2000,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,720599843000,3089027
"288","ALB",2000,"Solar energy",0,720599843000,3089027
"289","ALB",2000,"Wind energy",0,720599843000,3089027
"290","ALB",2000,"Batteries",0,720599843000,3089027
"291","ALB",2001,"Climate change mitigation",0.667,780361440800,3060173
"292","ALB",2001,"Climate change mitigation technologies related to energy generation, transmission or distribution",0.667,780361440800,3060173
"293","ALB",2001,"Solar energy",0,780361440800,3060173
"294","ALB",2001,"Wind energy",0,780361440800,3060173
"295","ALB",2001,"Batteries",0,780361440800,3060173
"296","ALB",2002,"Climate change mitigation",0.333,815762726100,3051010
"297","ALB",2002,"Climate change mitigation technologies related to energy generation, transmission or distribution",0.333,815762726100,3051010
"298","ALB",2002,"Solar energy",0,815762726100,3051010
"299","ALB",2002,"Wind energy",0,815762726100,3051010
"300","ALB",2002,"Batteries",0,815762726100,3051010
"301","ALB",2003,"Climate change mitigation",0,860863289800,3039616
"302","ALB",2003,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,860863289800,3039616
"303","ALB",2003,"Solar energy",0,860863289800,3039616
"304","ALB",2003,"Wind energy",0,860863289800,3039616
"305","ALB",2003,"Batteries",0,860863289800,3039616
"306","ALB",2004,"Climate change mitigation",0,908337041400,3026939
"307","ALB",2004,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,908337041400,3026939
"308","ALB",2004,"Solar energy",0,908337041400,3026939
"309","ALB",2004,"Wind energy",0,908337041400,3026939
"310","ALB",2004,"Batteries",0,908337041400,3026939
"311","ALB",2005,"Climate change mitigation",0,958535599900,3011487
"312","ALB",2005,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,958535599900,3011487
"313","ALB",2005,"Solar energy",0,958535599900,3011487
"314","ALB",2005,"Wind energy",0,958535599900,3011487
"315","ALB",2005,"Batteries",0,958535599900,3011487
"316","ALB",2006,"Climate change mitigation",0,1015114688100,2992547
"317","ALB",2006,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1015114688100,2992547
"318","ALB",2006,"Solar energy",0,1015114688100,2992547
"319","ALB",2006,"Wind energy",0,1015114688100,2992547
"320","ALB",2006,"Batteries",0,1015114688100,2992547
"321","ALB",2007,"Climate change mitigation",0.5,1075851634300,2970017
"322","ALB",2007,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1075851634300,2970017
"323","ALB",2007,"Solar energy",0,1075851634300,2970017
"324","ALB",2007,"Wind energy",0,1075851634300,2970017
"325","ALB",2007,"Batteries",0,1075851634300,2970017
"326","ALB",2008,"Climate change mitigation",0,1156540952600,2947314
"327","ALB",2008,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1156540952600,2947314
"328","ALB",2008,"Solar energy",0,1156540952600,2947314
"329","ALB",2008,"Wind energy",0,1156540952600,2947314
"330","ALB",2008,"Batteries",0,1156540952600,2947314
"331","ALB",2009,"Climate change mitigation",0,1195334682600,2927519
"332","ALB",2009,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1195334682600,2927519
"333","ALB",2009,"Solar energy",0,1195334682600,2927519
"334","ALB",2009,"Wind energy",0,1195334682600,2927519
"335","ALB",2009,"Batteries",0,1195334682600,2927519
"336","ALB",2010,"Climate change mitigation",0,1.239645e+12,2913021
"337","ALB",2010,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.239645e+12,2913021
"338","ALB",2010,"Solar energy",0,1.239645e+12,2913021
"339","ALB",2010,"Wind energy",0,1.239645e+12,2913021
"340","ALB",2010,"Batteries",0,1.239645e+12,2913021
"341","ALB",2011,"Climate change mitigation",0,1.271199e+12,2905195
"342","ALB",2011,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1.271199e+12,2905195
"343","ALB",2011,"Solar energy",0,1.271199e+12,2905195
"344","ALB",2011,"Wind energy",0,1.271199e+12,2905195
"345","ALB",2011,"Batteries",0,1.271199e+12,2905195
"346","ALB",2012,"Climate change mitigation",2.2,1289214976300,2900401
"347","ALB",2012,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1289214976300,2900401
"348","ALB",2012,"Solar energy",0,1289214976300,2900401
"349","ALB",2012,"Wind energy",0,1289214976300,2900401
"350","ALB",2012,"Batteries",0,1289214976300,2900401
"351","ALB",2013,"Climate change mitigation",1.767,1302133136500,2895092
"352","ALB",2013,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1302133136500,2895092
"353","ALB",2013,"Solar energy",0,1302133136500,2895092
"354","ALB",2013,"Wind energy",0,1302133136500,2895092
"355","ALB",2013,"Batteries",0,1302133136500,2895092
"356","ALB",2014,"Climate change mitigation",0.5,1325238823000,2889104
"357","ALB",2014,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1325238823000,2889104
"358","ALB",2014,"Solar energy",0,1325238823000,2889104
"359","ALB",2014,"Wind energy",0,1325238823000,2889104
"360","ALB",2014,"Batteries",0,1325238823000,2889104
"361","ALB",2015,"Climate change mitigation",2.533,1354642246300,2880703
"362","ALB",2015,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1354642246300,2880703
"363","ALB",2015,"Solar energy",0,1354642246300,2880703
"364","ALB",2015,"Wind energy",0,1354642246300,2880703
"365","ALB",2015,"Batteries",0,1354642246300,2880703
"366","ALB",2016,"Climate change mitigation",4.983,1399548375100,2876101
"367","ALB",2016,"Climate change mitigation technologies related to energy generation, transmission or distribution",1,1399548375100,2876101
"368","ALB",2016,"Solar energy",0,1399548375100,2876101
"369","ALB",2016,"Wind energy",0,1399548375100,2876101
"370","ALB",2016,"Batteries",0,1399548375100,2876101
"371","ALB",2017,"Climate change mitigation",4.783,1452767583700,2873457
"372","ALB",2017,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1452767583700,2873457
"373","ALB",2017,"Solar energy",0,1452767583700,2873457
"374","ALB",2017,"Wind energy",0,1452767583700,2873457
"375","ALB",2017,"Batteries",0,1452767583700,2873457
"376","ALB",2018,"Climate change mitigation",2.917,1511159333900,2866376
"377","ALB",2018,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1511159333900,2866376
"378","ALB",2018,"Solar energy",0,1511159333900,2866376
"379","ALB",2018,"Wind energy",0,1511159333900,2866376
"380","ALB",2018,"Batteries",0,1511159333900,2866376
"381","ALB",2019,"Climate change mitigation",0,1542707988600,2854191
"382","ALB",2019,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1542707988600,2854191
"383","ALB",2019,"Solar energy",0,1542707988600,2854191
"384","ALB",2019,"Wind energy",0,1542707988600,2854191
"385","ALB",2019,"Batteries",0,1542707988600,2854191
"386","ALB",2020,"Climate change mitigation",0,1491766505200,2837849
"387","ALB",2020,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1491766505200,2837849
"388","ALB",2020,"Solar energy",0,1491766505200,2837849
"389","ALB",2020,"Wind energy",0,1491766505200,2837849
"390","ALB",2020,"Batteries",0,1491766505200,2837849
"391","AND",1995,"Climate change mitigation",0,1568978500,62928
"392","AND",1995,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1568978500,62928
"393","AND",1995,"Solar energy",0,1568978500,62928
"394","AND",1995,"Wind energy",0,1568978500,62928
"395","AND",1995,"Batteries",0,1568978500,62928
"396","AND",1996,"Climate change mitigation",0,1641931900,64147
"397","AND",1996,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1641931900,64147
"398","AND",1996,"Solar energy",0,1641931900,64147
"399","AND",1996,"Wind energy",0,1641931900,64147
"400","AND",1996,"Batteries",0,1641931900,64147
"401","AND",1997,"Climate change mitigation",0,1790816900,64682
"402","AND",1997,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1790816900,64682
"403","AND",1997,"Solar energy",0,1790816900,64682
"404","AND",1997,"Wind energy",0,1790816900,64682
"405","AND",1997,"Batteries",0,1790816900,64682
"406","AND",1998,"Climate change mitigation",0,1848029800,65186
"407","AND",1998,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1848029800,65186
"408","AND",1998,"Solar energy",0,1848029800,65186
"409","AND",1998,"Wind energy",0,1848029800,65186
"410","AND",1998,"Batteries",0,1848029800,65186
"411","AND",1999,"Climate change mitigation",0,1923782000,65655
"412","AND",1999,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1923782000,65655
"413","AND",1999,"Solar energy",0,1923782000,65655
"414","AND",1999,"Wind energy",0,1923782000,65655
"415","AND",1999,"Batteries",0,1923782000,65655
"416","AND",2000,"Climate change mitigation",0,1991660000,66097
"417","AND",2000,"Climate change mitigation technologies related to energy generation, transmission or distribution",0,1991660000,66097
"418","AND",2000,"Solar energy",0,1991660000,66097
"419","AND",2000,"Wind energy",0,1991660000,66097
"420","AND",2000,"Batteries",0,1991660000,66097
"421","AND",2001,"Climate change mitigation",0,2153370000,67820
