"","name","id","time","coef","sd","tci","min_year","max_year"
"1","fesisCHN.2015","CHN",2015,0.632591400898244,0.197936425525873,4,2011,2019
"2","fesisESP.2003","ESP",2003,1.47903809738019,0.234014595098771,1,2002,2004
"3","fesisFIN.2012","FIN",2012,0.717123632517305,0.147753273152641,3,2009,2015
"4","fesisKOR.2007","KOR",2007,0.663000456065141,0.172081202076422,4,2003,2011
