"","name","id","time","coef","sd","tci","min_year","max_year"
"1","fesisAUS.2002","AUS",2002,1.95359190132881,0.49426691272114,1,2001,2003
"2","fesisCHN.2004","CHN",2004,1.93666180475452,0.371380648840187,1,2003,2005
"3","fesisDNK.2006","DNK",2006,0.758055841581838,0.22749297391688,6,2000,2012
"4","fesisIND.2008","IND",2008,1.24127877396215,0.237206908288869,2,2006,2010
